id,domain,category,audience,question,answer,keywords,source
VASTRA-00247,handloom,Product Care,customer,How should I wash my Dress Material?,"Many cotton handlooms are washable, but follow the care label. Gentle washing and mild detergent are safer for dyed products.","dress material, washing, care",Curated Vastra domain knowledge
VASTRA-00248,handloom,Product Care,customer,How should I iron my Dress Material?,"Cotton usually tolerates moderate heat, but the care label determines the safe setting.","dress material, ironing, care",Curated Vastra domain knowledge
VASTRA-00249,handloom,Product Care,customer,How should I store my Dress Material?,"Store completely dry in a clean, ventilated place.","dress material, storage, care",Curated Vastra domain knowledge
VASTRA-00250,handloom,Handloom Products,customer|professional|seller,What is a Kurta Fabric?,"Kurta Fabric is a handloom/textile product associated with multiple regions. Common material descriptions include cotton, linen, silk and blends. It is commonly used for traditional and casual clothing. Fabric intended for tailoring into kurtas or similar garments.","kurta fabric, multiple regions, cotton, linen, silk and blends, handloom",Curated Vastra domain knowledge
VASTRA-00251,handloom,Product Care,customer,How should I wash my Kurta Fabric?,"Many cotton handlooms are washable, but follow the care label. Gentle washing and mild detergent are safer for dyed products.","kurta fabric, washing, care",Curated Vastra domain knowledge
VASTRA-00252,handloom,Product Care,customer,How should I iron my Kurta Fabric?,"Cotton usually tolerates moderate heat, but the care label determines the safe setting.","kurta fabric, ironing, care",Curated Vastra domain knowledge
VASTRA-00253,handloom,Product Care,customer,How should I store my Kurta Fabric?,"Store completely dry in a clean, ventilated place.","kurta fabric, storage, care",Curated Vastra domain knowledge
VASTRA-00254,handloom,Handloom Products,customer|professional|seller,What is a Handloom Shirt?,"Handloom Shirt is a handloom/textile product associated with multiple regions. Common material descriptions include cotton, linen and blends. It is commonly used for casual and formal wear. Garment made from handwoven fabric; care follows fibre and garment label.","handloom shirt, multiple regions, cotton, linen and blends, handloom",Curated Vastra domain knowledge
VASTRA-00255,handloom,Product Care,customer,How should I wash my Handloom Shirt?,"Many cotton handlooms are washable, but follow the care label. Gentle washing and mild detergent are safer for dyed products.","handloom shirt, washing, care",Curated Vastra domain knowledge
VASTRA-00256,handloom,Product Care,customer,How should I iron my Handloom Shirt?,"Cotton usually tolerates moderate heat, but the care label determines the safe setting.","handloom shirt, ironing, care",Curated Vastra domain knowledge
VASTRA-00257,handloom,Product Care,customer,How should I store my Handloom Shirt?,"Store completely dry in a clean, ventilated place.","handloom shirt, storage, care",Curated Vastra domain knowledge
VASTRA-00258,handloom,Handloom Products,customer|professional|seller,What is a Handloom Towel?,"Handloom Towel is a handloom/textile product associated with multiple regions. Common material descriptions include cotton and blends. It is commonly used for bath, kitchen and utility use. Absorbent woven textile; cotton is common.","handloom towel, multiple regions, cotton and blends, handloom",Curated Vastra domain knowledge
VASTRA-00259,handloom,Product Care,customer,How should I wash my Handloom Towel?,"Many cotton handlooms are washable, but follow the care label. Gentle washing and mild detergent are safer for dyed products.","handloom towel, washing, care",Curated Vastra domain knowledge
VASTRA-00260,handloom,Product Care,customer,How should I iron my Handloom Towel?,"Cotton usually tolerates moderate heat, but the care label determines the safe setting.","handloom towel, ironing, care",Curated Vastra domain knowledge
VASTRA-00261,handloom,Product Care,customer,How should I store my Handloom Towel?,"Store completely dry in a clean, ventilated place.","handloom towel, storage, care",Curated Vastra domain knowledge
VASTRA-00262,handloom,Handloom Products,customer|professional|seller,What is a Bedspread?,"Bedspread is a handloom/textile product associated with multiple regions. Common material descriptions include cotton, silk-cotton and blends. It is commonly used for home furnishing. Woven covering for beds; washing depends on size, construction and fibre.","bedspread, multiple regions, cotton, silk-cotton and blends, handloom",Curated Vastra domain knowledge
VASTRA-00263,handloom,Product Care,customer,How should I wash my Bedspread?,"Many cotton handlooms are washable, but follow the care label. Gentle washing and mild detergent are safer for dyed products.","bedspread, washing, care",Curated Vastra domain knowledge
VASTRA-00264,handloom,Product Care,customer,How should I iron my Bedspread?,"Cotton usually tolerates moderate heat, but the care label determines the safe setting.","bedspread, ironing, care",Curated Vastra domain knowledge
VASTRA-00265,handloom,Product Care,customer,How should I store my Bedspread?,"Store completely dry in a clean, ventilated place.","bedspread, storage, care",Curated Vastra domain knowledge
VASTRA-00266,handloom,Handloom Products,customer|professional|seller,What is a Bedsheet?,Bedsheet is a handloom/textile product associated with multiple regions. Common material descriptions include cotton and blends. It is commonly used for home furnishing. Flat woven sheet; check care label for washing and drying.,"bedsheet, multiple regions, cotton and blends, handloom",Curated Vastra domain knowledge
VASTRA-00267,handloom,Product Care,customer,How should I wash my Bedsheet?,"Many cotton handlooms are washable, but follow the care label. Gentle washing and mild detergent are safer for dyed products.","bedsheet, washing, care",Curated Vastra domain knowledge
VASTRA-00268,handloom,Product Care,customer,How should I iron my Bedsheet?,"Cotton usually tolerates moderate heat, but the care label determines the safe setting.","bedsheet, ironing, care",Curated Vastra domain knowledge
VASTRA-00269,handloom,Product Care,customer,How should I store my Bedsheet?,"Store completely dry in a clean, ventilated place.","bedsheet, storage, care",Curated Vastra domain knowledge
VASTRA-00270,handloom,Handloom Products,customer|professional|seller,What is a Blanket?,"Blanket is a handloom/textile product associated with multiple regions. Common material descriptions include wool, cotton and blends. It is commonly used for bedding and warmth. Care depends on fibre and construction.","blanket, multiple regions, wool, cotton and blends, handloom",Curated Vastra domain knowledge
VASTRA-00271,handloom,Product Care,customer,How should I wash my Blanket?,"Many cotton handlooms are washable, but follow the care label. Gentle washing and mild detergent are safer for dyed products.","blanket, washing, care",Curated Vastra domain knowledge
VASTRA-00272,handloom,Product Care,customer,How should I iron my Blanket?,"Cotton usually tolerates moderate heat, but the care label determines the safe setting.","blanket, ironing, care",Curated Vastra domain knowledge
VASTRA-00273,handloom,Product Care,customer,How should I store my Blanket?,"Store completely dry in a clean, ventilated place.","blanket, storage, care",Curated Vastra domain knowledge
VASTRA-00274,handloom,Handloom Products,customer|professional|seller,What is a Dhurrie?,"Dhurrie is a handloom/textile product associated with multiple regions. Common material descriptions include cotton, wool, jute and blends. It is commonly used for floor covering and décor. Flat-woven floor covering; cleaning method depends on fibre and backing.","dhurrie, multiple regions, cotton, wool, jute and blends, handloom",Curated Vastra domain knowledge
VASTRA-00275,handloom,Product Care,customer,How should I wash my Dhurrie?,"Many cotton handlooms are washable, but follow the care label. Gentle washing and mild detergent are safer for dyed products.","dhurrie, washing, care",Curated Vastra domain knowledge
VASTRA-00276,handloom,Product Care,customer,How should I iron my Dhurrie?,"Cotton usually tolerates moderate heat, but the care label determines the safe setting.","dhurrie, ironing, care",Curated Vastra domain knowledge
VASTRA-00277,handloom,Product Care,customer,How should I store my Dhurrie?,"Store completely dry in a clean, ventilated place.","dhurrie, storage, care",Curated Vastra domain knowledge
VASTRA-00278,handloom,Handloom Products,customer|professional|seller,What is a Rug?,"Rug is a handloom/textile product associated with multiple regions. Common material descriptions include cotton, wool, jute and blends. It is commonly used for floor décor. Care depends on fibre, pile and backing.","rug, multiple regions, cotton, wool, jute and blends, handloom",Curated Vastra domain knowledge
VASTRA-00279,handloom,Product Care,customer,How should I wash my Rug?,"Many cotton handlooms are washable, but follow the care label. Gentle washing and mild detergent are safer for dyed products.","rug, washing, care",Curated Vastra domain knowledge
VASTRA-00280,handloom,Product Care,customer,How should I iron my Rug?,"Cotton usually tolerates moderate heat, but the care label determines the safe setting.","rug, ironing, care",Curated Vastra domain knowledge
VASTRA-00281,handloom,Product Care,customer,How should I store my Rug?,"Store completely dry in a clean, ventilated place.","rug, storage, care",Curated Vastra domain knowledge
VASTRA-00282,handloom,Handloom Products,customer|professional|seller,What is a Carpet?,"Carpet is a handloom/textile product associated with multiple regions. Common material descriptions include wool, cotton, silk and blends. It is commonly used for floor covering and décor. Cleaning should match fibre and construction; valuable carpets may need professional cleaning.","carpet, multiple regions, wool, cotton, silk and blends, handloom",Curated Vastra domain knowledge
VASTRA-00283,handloom,Product Care,customer,How should I wash my Carpet?,"Many cotton handlooms are washable, but follow the care label. Gentle washing and mild detergent are safer for dyed products.","carpet, washing, care",Curated Vastra domain knowledge
VASTRA-00284,handloom,Product Care,customer,How should I iron my Carpet?,"Cotton usually tolerates moderate heat, but the care label determines the safe setting.","carpet, ironing, care",Curated Vastra domain knowledge
VASTRA-00285,handloom,Product Care,customer,How should I store my Carpet?,"Store completely dry in a clean, ventilated place.","carpet, storage, care",Curated Vastra domain knowledge
VASTRA-00286,handloom,Handloom Products,customer|professional|seller,What is a Table Runner?,"Table Runner is a handloom/textile product associated with multiple regions. Common material descriptions include cotton, linen, silk and blends. It is commonly used for dining décor. Decorative table textile; stains should be treated according to fibre and care label.","table runner, multiple regions, cotton, linen, silk and blends, handloom",Curated Vastra domain knowledge
VASTRA-00287,handloom,Product Care,customer,How should I wash my Table Runner?,"Many cotton handlooms are washable, but follow the care label. Gentle washing and mild detergent are safer for dyed products.","table runner, washing, care",Curated Vastra domain knowledge
VASTRA-00288,handloom,Product Care,customer,How should I iron my Table Runner?,"Cotton usually tolerates moderate heat, but the care label determines the safe setting.","table runner, ironing, care",Curated Vastra domain knowledge
VASTRA-00289,handloom,Product Care,customer,How should I store my Table Runner?,"Store completely dry in a clean, ventilated place.","table runner, storage, care",Curated Vastra domain knowledge
VASTRA-00290,handloom,Handloom Products,customer|professional|seller,What is a Tablecloth?,"Tablecloth is a handloom/textile product associated with multiple regions. Common material descriptions include cotton, linen and blends. It is commonly used for dining décor. Flat woven household textile.","tablecloth, multiple regions, cotton, linen and blends, handloom",Curated Vastra domain knowledge
VASTRA-00291,handloom,Product Care,customer,How should I wash my Tablecloth?,"Many cotton handlooms are washable, but follow the care label. Gentle washing and mild detergent are safer for dyed products.","tablecloth, washing, care",Curated Vastra domain knowledge
VASTRA-00292,handloom,Product Care,customer,How should I iron my Tablecloth?,"Cotton usually tolerates moderate heat, but the care label determines the safe setting.","tablecloth, ironing, care",Curated Vastra domain knowledge
VASTRA-00293,handloom,Product Care,customer,How should I store my Tablecloth?,"Store completely dry in a clean, ventilated place.","tablecloth, storage, care",Curated Vastra domain knowledge
VASTRA-00294,handloom,Handloom Products,customer|professional|seller,What is a Curtain?,"Curtain is a handloom/textile product associated with multiple regions. Common material descriptions include cotton, linen, silk and blends. It is commonly used for home furnishing. Care depends on fibre, lining and construction.","curtain, multiple regions, cotton, linen, silk and blends, handloom",Curated Vastra domain knowledge
VASTRA-00295,handloom,Product Care,customer,How should I wash my Curtain?,"Many cotton handlooms are washable, but follow the care label. Gentle washing and mild detergent are safer for dyed products.","curtain, washing, care",Curated Vastra domain knowledge
VASTRA-00296,handloom,Product Care,customer,How should I iron my Curtain?,"Cotton usually tolerates moderate heat, but the care label determines the safe setting.","curtain, ironing, care",Curated Vastra domain knowledge
VASTRA-00297,handloom,Product Care,customer,How should I store my Curtain?,"Store completely dry in a clean, ventilated place.","curtain, storage, care",Curated Vastra domain knowledge
VASTRA-00298,handloom,Handloom Products,customer|professional|seller,What is a Cushion Cover?,"Cushion Cover is a handloom/textile product associated with multiple regions. Common material descriptions include cotton, silk, wool and blends. It is commonly used for home décor. Removable cover may be washable if the label permits.","cushion cover, multiple regions, cotton, silk, wool and blends, handloom",Curated Vastra domain knowledge
VASTRA-00299,handloom,Product Care,customer,How should I wash my Cushion Cover?,"Many cotton handlooms are washable, but follow the care label. Gentle washing and mild detergent are safer for dyed products.","cushion cover, washing, care",Curated Vastra domain knowledge
VASTRA-00300,handloom,Product Care,customer,How should I iron my Cushion Cover?,"Cotton usually tolerates moderate heat, but the care label determines the safe setting.","cushion cover, ironing, care",Curated Vastra domain knowledge
VASTRA-00301,handloom,Product Care,customer,How should I store my Cushion Cover?,"Store completely dry in a clean, ventilated place.","cushion cover, storage, care",Curated Vastra domain knowledge
VASTRA-00302,handloom,Handloom Products,customer|professional|seller,What is a Wall Hanging?,"Wall Hanging is a handloom/textile product associated with multiple regions. Common material descriptions include cotton, wool, silk and blends. It is commonly used for interior décor. Decorative textile; protect from dust, moisture and prolonged sunlight.","wall hanging, multiple regions, cotton, wool, silk and blends, handloom",Curated Vastra domain knowledge
VASTRA-00303,handloom,Product Care,customer,How should I wash my Wall Hanging?,"Many cotton handlooms are washable, but follow the care label. Gentle washing and mild detergent are safer for dyed products.","wall hanging, washing, care",Curated Vastra domain knowledge
VASTRA-00304,handloom,Product Care,customer,How should I iron my Wall Hanging?,"Cotton usually tolerates moderate heat, but the care label determines the safe setting.","wall hanging, ironing, care",Curated Vastra domain knowledge
VASTRA-00305,handloom,Product Care,customer,How should I store my Wall Hanging?,"Store completely dry in a clean, ventilated place.","wall hanging, storage, care",Curated Vastra domain knowledge
VASTRA-00306,handloom,Handloom Products,customer|professional|seller,What is a Handloom Bag?,"Handloom Bag is a handloom/textile product associated with multiple regions. Common material descriptions include cotton, jute, silk blends and other textiles. It is commonly used for shopping and fashion. Cleaning depends on fabric, lining, handles and embellishments.","handloom bag, multiple regions, cotton, jute, silk blends and other textiles, handloom",Curated Vastra domain knowledge
VASTRA-00307,handloom,Product Care,customer,How should I wash my Handloom Bag?,"Many cotton handlooms are washable, but follow the care label. Gentle washing and mild detergent are safer for dyed products.","handloom bag, washing, care",Curated Vastra domain knowledge
VASTRA-00308,handloom,Product Care,customer,How should I iron my Handloom Bag?,"Cotton usually tolerates moderate heat, but the care label determines the safe setting.","handloom bag, ironing, care",Curated Vastra domain knowledge
VASTRA-00309,handloom,Product Care,customer,How should I store my Handloom Bag?,"Store completely dry in a clean, ventilated place.","handloom bag, storage, care",Curated Vastra domain knowledge
VASTRA-00310,handloom,Handloom Products,customer|professional|seller,What is a Scarf?,"Scarf is a handloom/textile product associated with multiple regions. Common material descriptions include cotton, silk, wool and blends. It is commonly used for fashion accessory. Care follows fibre-specific instructions.","scarf, multiple regions, cotton, silk, wool and blends, handloom",Curated Vastra domain knowledge
VASTRA-00311,handloom,Product Care,customer,How should I wash my Scarf?,"Many cotton handlooms are washable, but follow the care label. Gentle washing and mild detergent are safer for dyed products.","scarf, washing, care",Curated Vastra domain knowledge
VASTRA-00312,handloom,Product Care,customer,How should I iron my Scarf?,"Cotton usually tolerates moderate heat, but the care label determines the safe setting.","scarf, ironing, care",Curated Vastra domain knowledge
VASTRA-00313,handloom,Product Care,customer,How should I store my Scarf?,"Store completely dry in a clean, ventilated place.","scarf, storage, care",Curated Vastra domain knowledge
VASTRA-00314,handloom,Handloom Products,customer|professional|seller,What is a Handkerchief/Kerchief?,"Handkerchief/Kerchief is a handloom/textile product associated with multiple regions. Common material descriptions include cotton. It is commonly used for personal accessory. Small woven textile, commonly washable when the label permits.","handkerchief/kerchief, multiple regions, cotton, handloom",Curated Vastra domain knowledge
VASTRA-00315,handloom,Product Care,customer,How should I wash my Handkerchief/Kerchief?,"Many cotton handlooms are washable, but follow the care label. Gentle washing and mild detergent are safer for dyed products.","handkerchief/kerchief, washing, care",Curated Vastra domain knowledge
VASTRA-00316,handloom,Product Care,customer,How should I iron my Handkerchief/Kerchief?,"Cotton usually tolerates moderate heat, but the care label determines the safe setting.","handkerchief/kerchief, ironing, care",Curated Vastra domain knowledge
VASTRA-00317,handloom,Product Care,customer,How should I store my Handkerchief/Kerchief?,"Store completely dry in a clean, ventilated place.","handkerchief/kerchief, storage, care",Curated Vastra domain knowledge
VASTRA-00318,handloom,Handloom Products,customer|professional|seller,What is a Mekhela Chador?,Mekhela Chador is a handloom/textile product associated with Assam. Common material descriptions include silk and cotton variants. It is commonly used for traditional womenswear. Traditional Assamese attire consisting of coordinated woven pieces.,"mekhela chador, assam, silk and cotton variants, handloom",Curated Vastra domain knowledge
VASTRA-00319,handloom,Product Care,customer,How should I wash my Mekhela Chador?,"Many cotton handlooms are washable, but follow the care label. Gentle washing and mild detergent are safer for dyed products.","mekhela chador, washing, care",Curated Vastra domain knowledge
VASTRA-00320,handloom,Product Care,customer,How should I iron my Mekhela Chador?,"Cotton usually tolerates moderate heat, but the care label determines the safe setting.","mekhela chador, ironing, care",Curated Vastra domain knowledge
VASTRA-00321,handloom,Product Care,customer,How should I store my Mekhela Chador?,"Store completely dry in a clean, ventilated place.","mekhela chador, storage, care",Curated Vastra domain knowledge
VASTRA-00322,handloom,Handloom Products,customer|professional|seller,What is a Phanek?,Phanek is a handloom/textile product associated with Manipur. Common material descriptions include cotton and silk variants. It is commonly used for traditional womenswear. Traditional textile garment; care depends on fibre and embellishment.,"phanek, manipur, cotton and silk variants, handloom",Curated Vastra domain knowledge
VASTRA-00323,handloom,Product Care,customer,How should I wash my Phanek?,"Many cotton handlooms are washable, but follow the care label. Gentle washing and mild detergent are safer for dyed products.","phanek, washing, care",Curated Vastra domain knowledge
VASTRA-00324,handloom,Product Care,customer,How should I iron my Phanek?,"Cotton usually tolerates moderate heat, but the care label determines the safe setting.","phanek, ironing, care",Curated Vastra domain knowledge
VASTRA-00325,handloom,Product Care,customer,How should I store my Phanek?,"Store completely dry in a clean, ventilated place.","phanek, storage, care",Curated Vastra domain knowledge
VASTRA-00326,handloom,Handloom Products,customer|professional|seller,What is a Puan?,Puan is a handloom/textile product associated with Mizoram. Common material descriptions include cotton and other woven fibres. It is commonly used for traditional attire and wraps. Traditional woven textile with regional motifs.,"puan, mizoram, cotton and other woven fibres, handloom",Curated Vastra domain knowledge
VASTRA-00327,handloom,Product Care,customer,How should I wash my Puan?,"Many cotton handlooms are washable, but follow the care label. Gentle washing and mild detergent are safer for dyed products.","puan, washing, care",Curated Vastra domain knowledge
VASTRA-00328,handloom,Product Care,customer,How should I iron my Puan?,"Cotton usually tolerates moderate heat, but the care label determines the safe setting.","puan, ironing, care",Curated Vastra domain knowledge
VASTRA-00329,handloom,Product Care,customer,How should I store my Puan?,"Store completely dry in a clean, ventilated place.","puan, storage, care",Curated Vastra domain knowledge
VASTRA-00330,handloom,Handloom Products,customer|professional|seller,What is a Kani Shawl?,Kani Shawl is a handloom/textile product associated with Jammu & Kashmir. Common material descriptions include wool/pashmina traditions. It is commonly used for winter and ceremonial wear. Known for intricate patterned weaving; delicate pieces need careful handling.,"kani shawl, jammu & kashmir, wool/pashmina traditions, handloom",Curated Vastra domain knowledge
VASTRA-00331,handloom,Product Care,customer,How should I wash my Kani Shawl?,Use gentle hand washing or professional cleaning according to the label. Avoid hot water and vigorous agitation unless permitted.,"kani shawl, washing, care",Curated Vastra domain knowledge
VASTRA-00332,handloom,Product Care,customer,How should I iron my Kani Shawl?,Low heat; avoid crushing. Gentle steaming may be suitable when the label allows it.,"kani shawl, ironing, care",Curated Vastra domain knowledge
VASTRA-00333,handloom,Product Care,customer,How should I store my Kani Shawl?,"Store clean, dry and protected from insects.","kani shawl, storage, care",Curated Vastra domain knowledge
VASTRA-00334,handloom,Handloom Products,customer|professional|seller,What is a Jamawar?,"Jamawar is a handloom/textile product associated with Kashmir and South Asian tradition. Common material descriptions include wool, pashmina and blends. It is commonly used for shawls and luxury textiles. Intricate patterned textile tradition.","jamawar, kashmir and south asian tradition, wool, pashmina and blends, handloom",Curated Vastra domain knowledge
VASTRA-00335,handloom,Product Care,customer,How should I wash my Jamawar?,Use gentle hand washing or professional cleaning according to the label. Avoid hot water and vigorous agitation unless permitted.,"jamawar, washing, care",Curated Vastra domain knowledge
VASTRA-00336,handloom,Product Care,customer,How should I iron my Jamawar?,Low heat; avoid crushing. Gentle steaming may be suitable when the label allows it.,"jamawar, ironing, care",Curated Vastra domain knowledge
VASTRA-00337,handloom,Product Care,customer,How should I store my Jamawar?,"Store clean, dry and protected from insects.","jamawar, storage, care",Curated Vastra domain knowledge
VASTRA-00338,handloom,Handloom Products,customer|professional|seller,What is a Kashmir Shawl?,"Kashmir Shawl is a handloom/textile product associated with Jammu & Kashmir. Common material descriptions include wool, pashmina and blends. It is commonly used for winter and luxury wear. Care depends on fibre and embroidery.","kashmir shawl, jammu & kashmir, wool, pashmina and blends, handloom",Curated Vastra domain knowledge
VASTRA-00339,handloom,Product Care,customer,How should I wash my Kashmir Shawl?,Use gentle hand washing or professional cleaning according to the label. Avoid hot water and vigorous agitation unless permitted.,"kashmir shawl, washing, care",Curated Vastra domain knowledge
VASTRA-00340,handloom,Product Care,customer,How should I iron my Kashmir Shawl?,Low heat; avoid crushing. Gentle steaming may be suitable when the label allows it.,"kashmir shawl, ironing, care",Curated Vastra domain knowledge
VASTRA-00341,handloom,Product Care,customer,How should I store my Kashmir Shawl?,"Store clean, dry and protected from insects.","kashmir shawl, storage, care",Curated Vastra domain knowledge
VASTRA-00342,handloom,Handloom Products,customer|professional|seller,What is a Toda Embroidery Textile?,Toda Embroidery Textile is a handloom/textile product associated with Tamil Nadu. Common material descriptions include cotton/wool base depending on item. It is commonly used for traditional textile and décor. Distinctive embroidered textile tradition; follow item-specific care.,"toda embroidery textile, tamil nadu, cotton/wool base depending on item, handloom",Curated Vastra domain knowledge
VASTRA-00343,handloom,Product Care,customer,How should I wash my Toda Embroidery Textile?,"Many cotton handlooms are washable, but follow the care label. Gentle washing and mild detergent are safer for dyed products.","toda embroidery textile, washing, care",Curated Vastra domain knowledge
VASTRA-00344,handloom,Product Care,customer,How should I iron my Toda Embroidery Textile?,"Cotton usually tolerates moderate heat, but the care label determines the safe setting.","toda embroidery textile, ironing, care",Curated Vastra domain knowledge
VASTRA-00345,handloom,Product Care,customer,How should I store my Toda Embroidery Textile?,"Store completely dry in a clean, ventilated place.","toda embroidery textile, storage, care",Curated Vastra domain knowledge
VASTRA-00346,handloom,Customer Doubts & Clarification,customer|professional|seller,What is the difference between handloom and powerloom?,"Handloom uses a manually operated loom, while powerloom uses powered machinery. Appearance alone is not a reliable authenticity test; use trusted documentation or certification where authenticity matters.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00347,handloom,Customer Doubts & Clarification,customer|professional|seller,What is the difference between handwoven and handmade?,Handwoven specifically describes the weaving process. Handmade is broader and may include other manual processes. A product can be handwoven but may also include machine-assisted finishing.,"doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00348,handloom,Customer Doubts & Clarification,customer|professional|seller,Does handloom always mean pure cotton?,"No. Handloom describes the weaving method, not fibre content. Handloom products can use cotton, silk, wool, linen, blends and other fibres.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00349,handloom,Customer Doubts & Clarification,customer|professional|seller,Does handloom always mean expensive?,"No. Price depends on fibre, yarn quality, labour, complexity, design, density, finishing, embellishment, provenance and market factors.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00350,handloom,Customer Doubts & Clarification,customer|professional|seller,Does silk always mean handloom?,No. Silk describes a fibre/material category; silk fabric can be produced by handloom or powerloom.,"doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00351,handloom,Customer Doubts & Clarification,customer|professional|seller,What is pure silk?,The term should be interpreted from the product's stated fibre composition and applicable labelling. Do not infer fibre purity from appearance alone.,"doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00352,handloom,Customer Doubts & Clarification,customer|professional|seller,What is zari?,"Zari is metallic-looking decorative yarn used in textile ornamentation. Its composition can vary, so the product specification should be checked before making a claim about its metal content.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00353,handloom,Customer Doubts & Clarification,customer|professional|seller,Can zari be washed?,"Care depends on the zari type, fabric and construction. Follow the product label; avoid assuming ordinary washing is safe for metallic decoration.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00354,handloom,Customer Doubts & Clarification,customer|professional|seller,What is a selvedge?,"The selvedge is the finished edge running along the length of woven fabric, helping control fraying.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00355,handloom,Customer Doubts & Clarification,customer|professional|seller,What is pallu?,"The pallu is the decorative end section of a saree, often carrying distinctive motifs or woven details.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00356,handloom,Customer Doubts & Clarification,customer|professional|seller,What is the saree blouse piece?,It is the fabric section supplied with some sarees for making a blouse. It may be attached to or supplied separately from the main saree.,"doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00357,handloom,Customer Doubts & Clarification,customer|professional|seller,What is a border in a saree?,The border is the lengthwise decorative band along one or both edges of the saree.,"doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00358,handloom,Customer Doubts & Clarification,customer|professional|seller,What is a warp?,Warp yarns run lengthwise through the fabric and are held under tension during weaving.,"doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00359,handloom,Customer Doubts & Clarification,customer|professional|seller,What is a weft?,Weft yarn is inserted across the width through the warp.,"doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00360,handloom,Customer Doubts & Clarification,customer|professional|seller,What is yarn count?,Yarn count is a standardized measure of yarn fineness or linear density. The exact interpretation depends on the count system and unit.,"doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00361,handloom,Customer Doubts & Clarification,customer|professional|seller,What is GSM?,GSM means grams per square metre and describes fabric mass per unit area.,"doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00362,handloom,Customer Doubts & Clarification,customer|professional|seller,What is shrinkage?,"Shrinkage is dimensional reduction after processing or washing. It depends on fibre, yarn, weave, finishing and treatment conditions.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00363,handloom,Customer Doubts & Clarification,customer|professional|seller,Why does handloom fabric have small irregularities?,"Small variations can occur because of yarn characteristics, hand processes and weaving conditions. However, significant defects should be assessed against the product's quality specification.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00364,handloom,Customer Doubts & Clarification,customer|professional|seller,Is every irregularity proof of handloom?,No. Irregularities alone cannot authenticate handloom production.,"doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00365,handloom,Customer Doubts & Clarification,customer|professional|seller,How can I verify a handloom product?,"Use reliable product documentation, authorized seller information, applicable Handloom Mark or other certification, GI records where relevant, and traceability data when available.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00366,handloom,Customer Doubts & Clarification,customer|professional|seller,What is Handloom Mark?,Handloom Mark is a collective identity/labeling initiative associated with handloom products in India. Current registration and labeling details should be checked through the official Handloom Mark/Ministry sources.,"doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00367,handloom,Customer Doubts & Clarification,customer|professional|seller,What is a GI tag?,A Geographical Indication identifies goods associated with a geographic origin and qualities or reputation linked to that origin. GI status should be checked against official records.,"doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00368,handloom,Customer Doubts & Clarification,customer|professional|seller,Can a product have both GI identity and Handloom Mark?,"Potentially, depending on the product and applicable schemes. They represent different concepts and should not be treated as interchangeable.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00369,handloom,Customer Doubts & Clarification,customer|professional|seller,How should I choose a handloom fabric for summer?,"Cotton and linen are commonly comfortable choices because of breathability, but weave structure, weight, finish and colour also affect comfort.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00370,handloom,Customer Doubts & Clarification,customer|professional|seller,How should I choose a fabric for winter?,Wool and suitable wool blends are common choices; some silk and layered cotton products may also be used depending on climate and garment design.,"doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00371,handloom,Customer Doubts & Clarification,customer|professional|seller,Which handloom material is easiest to wash?,"Washability depends on the exact product label. Many cotton products are easier to wash than delicate silk, wool or heavily embellished textiles.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00372,handloom,Customer Doubts & Clarification,customer|professional|seller,Can I use detergent on handloom products?,Only use a detergent compatible with the care label. Avoid harsh chemicals and bleach unless specifically permitted.,"doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
